txId,class
3387591,2
3389771,2
3390292,2
3391070,2
3391095,2
3391129,2
3391152,2
3394423,3
3395080,3
3396404,2
3398431,3
3398570,2
3399363,2
3399422,2
3400134,2
3401438,2
3401448,2
3401466,2
3402009,2
3402165,2
3402672,2
3403080,2
3403094,2
3403636,3
3403731,2
3403739,2
3403752,2
3403763,2
3404363,2
3404992,3
3405005,2
3405488,2
3405622,2
3406800,2
3406989,2
3407031,2
3407314,2
3408003,2
3408102,2
3408161,2
3408181,2
3408976,2
3409584,3
3416106,3
3416108,2
3419291,2
3419881,3
3420267,2
3420521,2
3420529,3
3420550,2
3420563,2
3420566,2
3420754,2
3421848,2
3422040,3
3423872,2
3424741,2
3424818,2
3424859,2
3426724,2
3435305,3
3435788,2
3435817,2
3435882,2
3445065,2
3686712,3
3687692,2
3688992,3
3717740,3
3722621,3
3738448,3
3739261,2
3740000,2
3740213,2
3753018,3
3753099,3
3754816,3
3757070,2
3761361,2
3762140,2
3764144,2
3764320,3
3764391,2
3764407,2
3766651,2
3766714,3
3767838,2
3768400,3
3768470,2
3768492,2
3768941,2
3774809,2
3775711,2
3780600,3
3789059,2
3810990,3
3812565,3
3820257,3
3823263,3
3829962,2
3838133,2
3845819,3
3846528,2
3847417,2
3849610,2
3851279,2
3851887,2
3857656,2
3857826,2
3857990,2
3859898,2
3863322,3
3863352,3
3863635,2
3863824,2
3864947,2
3871340,2
3873829,2
3874438,3
3874463,2
3874964,2
3875004,2
3875041,2
3875073,2
3875116,2
3875136,2
3875654,2
3875725,2
3876462,2
3876487,2
3876512,2
3876550,2
3876606,2
3876912,2
3876945,3
3876980,2
3876998,2
3877087,2
3877118,2
3877156,2
3877856,3
3877875,2
3877919,2
3877983,2
3878589,2
3878606,2
3878618,2
3878633,2
3878647,2
3878694,2
3878718,2
3878742,2
3878766,3
3878856,3
3878886,2
3878899,2
3879011,2
3879955,2
3880017,2
3880029,2
3880066,2
3880117,2
3880150,2
3880165,2
3880217,2
3880228,2
3880543,2
3880576,2
3880653,2
3880667,2
3880693,2
3880766,2
3880788,2
3880822,2
3880946,3
3880947,3
3880989,3
3881034,2
3881050,2
3881066,2
3881087,2
3881097,2
3881138,2
3881167,2
3881183,2
3881497,2
3881827,2
3881866,2
3881912,2
3881930,2
3881941,2
3882627,2
3882798,2
3885317,3
3890589,2
3891191,2
3891413,2
3891764,3
3893334,3
3897291,2
3897406,2
3898178,2
3898382,2
3899847,2
3901537,3
3903393,2
3903408,2
3903937,2
3903975,2
3904474,2
3906204,2
3906233,3
3906238,2
3907270,3
3907680,3
3907701,3
3907722,3
3907730,3
3907739,3
3907743,3
3907752,3
3907778,3
3907798,3
3907803,3
3907811,3
3907817,3
3907826,3
3907831,3
3907837,3
3907842,3
3907845,3
3907848,3
3907859,3
3907870,3
3907871,3
3908440,3
3908453,3
3908467,3
3908468,3
3908530,3
3909928,3
3910482,3
3910603,3
3912534,2
3912536,2
3913191,3
3913226,2
3913231,2
3916897,2
3916977,2
3924703,3
3925147,2
3925879,2
3986907,3
3989724,3
4048848,3
4049602,3
4054666,2
4070614,3
4443254,2
4443837,3
4454658,2
4477326,3
4587005,3
4595670,2
4599237,3
4600386,3
4619363,3
4642209,3
4672516,3
4716682,3
4737939,3
4751334,3
4840269,2
4855592,3
4860508,2
4932775,2
4947956,3
4947958,3
4947959,3
4947961,3
4947962,3
4947963,3
4947964,3
4947966,3
4947969,3
4947974,3
4947979,3
4947982,3
4947985,3
4947987,3
4947988,3
4947989,3
4947990,3
4947991,3
4947992,3
4947993,3
4947994,3
4947995,3
4947997,3
4959428,2
4961135,2
4987190,3
4987474,3
4987645,3
4988163,3
4988274,3
4988292,3
4991947,3
4996156,3
4996223,3
4996915,3
4999245,3
5030016,3
5035357,3
5043402,2
5051852,2
5051906,2
5119722,2
5119724,3
5123028,2
5125580,3
5147488,2
5151164,2
5156456,3
5157112,3
5163156,3
5164319,3
5168113,2
5171296,3
5184380,3
5184440,3
5192284,3
5197365,3
5197391,2
5211238,3
5211756,3
5215501,3
5233707,3
5234549,3
5252540,3
5256431,3
5263760,3
5266986,3
5275129,2
5291450,3
5294231,3
5294829,3
5296562,3
5343618,3
5348035,3
5348060,3
5385245,3
5392905,3
5455069,3
5464338,3
5484969,2
5485746,2
5488136,2
5514838,2
5517551,2
5529367,3
5529846,3
5530440,3
5530452,3
5530458,3
5530776,2
5530805,3
5530811,3
5530888,3
5530889,3
5530920,3
5531944,3
5532010,2
5532024,3
5608369,3
5662056,2
5674127,3
5675047,3
5675217,3
5679647,3
5686988,3
5693127,3
5703544,3
5760273,3
5804243,3
5868364,3
5872576,3
5986851,2
6085200,3
6085837,3
6134533,2
6144428,3
6147835,3
6170350,3
6170523,3
6172367,2
6173643,3
6198280,3
6247665,3
6255484,2
6272991,3
6308000,3
6354986,3
6424877,3
6436638,2
6471849,3
6501322,3
6560240,2
6595740,3
6609656,3
6702417,3
7089453,2
7089467,2
7089693,2
7089694,2
7105998,3
7119026,3
7119736,3
7119934,3
7188238,3
7196549,3
7198144,3
7214158,2
7233632,3
7248146,3
7332015,3
7398153,2
7402053,2
7404691,3
7424203,3
7430300,3
7430887,3
7432551,3
7455251,3
7455253,3
7460711,3
7529721,2
7547833,3
7550622,3
7550645,2
7653453,3
7654106,3
7658496,2
7727126,2
7757447,2
7915940,3
7977017,3
7991441,2
8029423,3
8069717,2
8089901,3
8185148,3
8390228,2
8427177,3
8427180,3
8554810,3
8815067,3
9200465,3
9201013,3
9221284,2
9225546,3
9238569,3
9258792,3
9272835,3
9359039,2
9367470,3
9425781,2
9436006,3
9627458,3
9627948,3
9706400,3
9726566,3
9763856,3
9846194,3
9873432,3
10033979,3
10039990,3
10093434,3
10144677,3
10216529,3
10265600,3
10288849,3
10306418,3
10389514,3
10392512,3
10414141,3
10437353,2
10463251,3
10465668,3
10489593,3
10495992,3
10496554,3
10501342,3
10502209,3
10504595,3
10506205,3
10509847,3
10560474,3
10588489,3
10648957,3
10671965,3
10687175,2
10734050,2
10748536,3
10816484,3
10818605,3
10872451,3
10872471,3
10973681,3
10973688,3
10973700,3
10974347,3
10975232,2
10976787,3
10979456,3
10983754,2
10987223,3
11011839,2
11249758,3
11256536,2
11256906,3
11278026,2
11340045,2
11340068,3
11343564,2
11354515,3
11389265,3
11400442,3
11665997,3
11666905,3
11683574,3
11718428,3
11897673,3
11904777,3
11998335,3
12456268,3
12456270,3
12476617,3
12515448,3
12629826,3
12639273,3
12751512,3
12755007,3
12760744,2
12776468,2
12777513,3
12780016,3
12799217,3
12829345,3
12840532,3
12878074,2
12946183,2
12949915,3
12971085,3
12987532,3
13010718,3
13015066,2
13023913,3
13149838,3
13150773,3
13150790,3
13238769,3
13239483,2
13239490,2
13258060,3
13272599,3
13272601,2
13285375,2
13289755,3
13300444,2
13327496,3
13334987,3
13336892,3
13341989,3
13346216,3
13366684,3
13373033,3
13593219,3
13615479,3
13648198,3
13773398,2
13773644,3
13778597,3
13779984,3
13805513,2
13805515,2
13805516,3
13812982,3
13812983,3
13860491,3
13908862,2
13943610,3
13953965,3
13963119,3
13969323,3
13979752,3
13995945,2
14026137,3
14060213,2
14089429,3
14090056,3
14090177,3
14090184,3
14153226,3
14162262,3
14172042,3
14178872,3
14179753,3
14180211,3
14187387,3
14196754,3
14199065,3
14199066,3
14219235,3
14222967,2
14242505,3
14288110,3
14304807,3
14304931,3
14307861,2
14333029,3
14341617,3
14347823,3
14351284,3
14353875,2
14407957,3
14546770,3
14549065,3
14550058,3
14550424,3
14550462,3
14551179,3
14558195,2
14558432,3
14558439,3
14560648,3
14580549,3
14628834,3
14648097,3
14660781,2
14660984,2
14678301,2
14713334,2
14713336,2
14793983,3
14800869,3
14827602,2
14843588,2
14843991,2
14845252,2
14847524,2
14849314,2
14851095,3
14868760,3
14878317,3
14878319,3
14878322,3
14878891,3
14883414,3
14931167,3
14931351,3
14938341,3
14938386,2
14939186,2
14942862,2
14962731,3
14964125,3
15003617,3
15012481,3
15012684,3
15012776,3
15012778,3
15087677,2
15130147,3
15192868,2
15290459,3
15304927,3
15478526,3
15482878,3
15961901,3
16027454,3
16294174,3
16407238,3
16416103,3
16464132,2
16555074,3
16640457,2
16642501,3
16742787,1
16753577,1
16754007,1
16780529,3
16843895,3
17128828,2
17152398,3
17373317,3
17387772,1
17392693,3
17459658,3
17684649,3
17790701,2
17796937,1
17863556,3
18002705,3
18010442,2
18218289,3
18224137,2
18249608,2
18353406,3
18551191,3
18677622,3
18897781,3
18900606,3
18907280,3
18981892,3
19084356,2
19128841,2
19146132,3
19153062,3
19376769,3
19421171,3
19453544,3
19547985,2
19559657,3
19609789,2
19617883,3
19775820,3
19835129,3
19835247,3
19835664,3
19835668,3
19879866,3
20033752,3
20183539,3
20286269,3
20299716,2
20306273,3
20412429,3
20510018,3
20582418,3
20582419,3
20583965,3
20631650,3
20635189,3
20664692,3
20761204,3
20798997,3
20847373,3
20924225,3
21018157,3
21063785,3
21063788,3
21126756,3
21155435,2
21383909,3
21488894,3
21506236,3
21615883,3
21633458,3
21694323,3
21696454,2
21696455,2
21696456,2
21696457,3
21696459,2
21696461,2
21696825,2
21696830,2
21763735,3
22000731,3
22013857,3
22049481,3
22115259,2
22128620,3
22179034,2
22251287,3
22395447,3
22508445,3
22584216,3
22587697,3
22623950,3
22772202,3
22772203,3
22785209,3
22846405,3
22873295,3
22949002,2
22949008,2
23256400,2
23312717,3
23316173,3
23401037,3
23518684,2
23812310,2
23864550,2
24029501,3
24138725,2
24141114,1
24155910,1
24378551,3
24615598,2
24671032,3
24673782,2
25444506,2
25477738,3
26524553,3
27001703,3
27008595,3
27279848,3
27279853,2
27323573,3
27323627,2
27404202,3
27405707,3
27409148,3
27420011,3
27429546,3
27434286,3
27445734,3
27446996,3
27447795,3
27451950,3
27456320,3
27458328,3
27467932,3
27489574,3
27519165,3
27527984,2
27533958,3
27545839,3
27553029,2
27553557,3
27553759,2
27571908,3
27800808,2
27832155,3
27867469,3
27880504,3
27914705,3
27914706,3
27917786,3
27917878,3
27921787,3
27927615,3
27929553,2
27929626,3
27929627,3
27929628,3
27942909,3
27977179,3
27979553,3
27998418,3
28006638,3
28023222,3
28023242,3
28030823,2
28032183,3
28095167,3
28117974,3
28118793,3
28119679,3
28145238,3
28168777,3
28172257,3
28177105,3
28177106,3
28181913,3
28191716,2
28257801,3
28260618,3
28261907,3
28264374,3
28297225,2
28326246,2
28326289,3
28358478,3
28359967,2
28369786,3
28371102,3
28406373,3
28417968,3
28455715,3
28498170,3
28514956,3
28550205,3
28583462,3
28696954,3
28734348,3
28773784,3
28780347,3
28798027,2
28850502,3
28996448,3
29115493,3
29115494,3
29116676,3
29369809,3
29531820,3
29590782,3
29610273,2
29642549,3
29846258,2
29915449,3
29915451,3
29915454,3
29915455,3
29915460,3
29922517,2
30055404,3
30074536,2
30332823,3
30346190,3
30469907,3
30666967,3
30922214,3
31017619,3
31099729,3
31175212,3
31175213,3
31175224,3
31177489,3
31178240,3
31181479,3
31188367,3
31188978,2
31190284,3
31191632,3
31191635,3
31202194,3
31207265,3
31207796,3
31212059,3
31225111,3
31313141,3
31388449,3
31428290,3
31428292,3
31434609,3
31454007,3
31500102,3
31636038,3
31636054,3
31648608,3
31663613,2
31730193,3
31730195,3
31730203,3
31730208,3
31760422,3
31760423,3
31760424,3
31760425,3
31876890,3
31890114,3
31912944,3
31919623,2
31926595,3
31951523,3
31953944,3
32013060,3
32089122,3
32103978,3
32120805,2
32182566,3
32209492,3
32477874,3
32477875,3
32477876,3
32477877,3
32477878,3
32477879,3
32477881,3
32477882,3
32477883,3
32477885,3
32477887,3
32482656,3
32484448,3
32518764,3
32673213,3
32700972,2
32842027,3
32858679,2
32877982,3
32879801,2
32976149,2
32994941,3
33053374,3
33053378,3
33095498,3
33100392,3
33112293,3
33137867,3
33176841,3
33185434,3
33220390,3
33290096,3
33290939,3
33313713,3
33332486,3
33341342,3
33379088,3
33404530,3
33453300,3
33453302,2
33471466,2
33483786,3
33483933,3
33484270,3
33499224,3
33527989,3
33554112,3
33565986,3
33654709,3
33717467,3
33726825,3
33730335,3
33746092,3
33795689,3
33809075,2
33809076,3
33809077,3
33824628,2
33859804,3
33891852,3
33951489,2
33954599,3
33972936,3
33972938,3
33972940,3
34031118,3
34074220,3
34074223,3
34074225,3
34101169,3
34108677,3
34162816,3
34163148,3
34174548,3
34180228,3
34194980,3
34255082,3
34300577,2
34300945,2
34381791,3
34381792,2
34438474,3
34492719,3
34524319,3
34524321,3
34528027,3
34549314,3
34596005,3
34605815,3
34639660,3
34743838,3
34759022,3
34795430,3
34855135,3
34923889,3
34980435,3
34984461,2
34984980,2
35025113,2
35047370,3
35125414,3
35435115,3
35435116,3
35516310,3
35558560,3
35560010,3
35574259,3
35595859,3
35665320,3
35722364,3
35734484,3
35761910,3
35783687,3
35812044,3
35864385,2
35864386,3
36148473,3
36177242,3
36189820,2
36266605,2
36329945,2
36338075,3
36340051,3
36350939,2
36385394,3
36411953,3
36411963,3
36412427,3
36412430,3
36419682,2
36566888,3
36667095,2
36674352,3
36712175,3
36716791,2
36763524,2
36787463,2
36815216,2
36975598,3
36991677,3
37001822,3
37017453,3
37231288,3
37231289,3
37231292,3
37231293,2
37231294,3
37231354,3
37231944,3
37231945,3
37232600,2
37232603,3
37232605,3
37232608,3
37232610,2
37232614,3
37232616,2
37232621,3
37232627,3
37232631,3
37232633,2
37232637,3
37232641,3
37232643,3
37232650,3
37232651,3
37232676,3
37232677,3
37232678,3
37232682,2
37232694,3
37232699,2
37232705,3
37232710,3
37233982,3
37233985,3
37233987,3
37233988,2
37233989,3
37233994,3
37233995,3
37233996,2
37234004,3
37234006,3
37234017,3
37234018,2
37234023,3
37234025,2
37234027,3
37234029,2
37234030,3
37411465,3
37502206,3
37530250,3
37755948,2
37786466,2
37786467,3
37914889,2
37961391,3
38062994,2
38126167,3
38381946,3
38633795,3
38741528,3
38793679,3
38857806,3
38864508,3
38874237,3
39251209,3
39313952,3
39328972,3
39414563,3
39414602,3
39522302,2
39579728,2
39617080,3
39617081,3
39617083,3
39617084,3
39617085,3
39617086,3
39825278,3
39854649,3
39915271,3
40113874,3
40255840,2
40297647,2
40297649,2
40424704,2
40426008,3
40537914,3
40543037,3
40566728,3
40577593,3
40577596,3
40587631,2
40612971,3
40623301,2
40779061,2
40821280,3
40823733,3
40941775,2
41113208,3
41113209,2
41787101,3
42094373,2
42095182,3
42479462,3
42585575,3
42953128,3
42960637,3
42965489,3
43009462,3
43067540,3
43067542,3
43219810,3
43358239,2
43560505,3
43569604,3
44140885,3
44290217,3
44322525,3
44582490,3
44690436,3
45447794,3
45521675,3
45811453,3
45874911,2
45936391,3
45973020,3
46627729,2
46966767,3
46972686,3
46997657,3
47512614,3
48055211,3
48236824,3
48286467,3
48326265,3
48355954,2
48386980,3
48611882,3
48688126,3
49186045,3
49493537,3
49493538,3
49558738,3
49821662,3
49833138,3
49929726,3
49960790,2
49960791,3
50033867,2
50115400,3
50363349,2
50432462,3
50766511,3
50766959,3
50769416,3
51033972,3
51053386,3
51077588,3
51096093,2
51140227,3
51140228,2
51261592,3
51489086,3
51571237,3
51762853,3
51821170,3
51860219,2
51974944,3
52191313,3
52191778,3
52295096,3
52388393,3
52393430,3
52414174,3
52418452,2
52434550,3
52511996,3
52603109,3
52876520,2
53204033,3
53204038,3
53204171,3
53204176,3
53204177,3
53204358,3
53332016,2
53549917,3
53549918,3
53553503,3
53637885,3
53678687,2
53784901,3
54306935,2
54309399,3
54309947,3
54492383,2
54492406,3
54539980,3
54682229,3
54732016,3
54732017,2
54732019,3
54732021,2
54732026,3
54732027,2
54732323,2
54732326,2
54732579,2
54732584,2
54732590,2
54732610,2
54732616,3
54732832,2
54732833,2
54734928,2
54734938,2
54734942,2
54735200,2
54735201,2
54735205,2
54735206,2
54735213,3
54735214,2
54735215,3
54735264,2
54735269,2
54867323,3
54900163,3
54903661,3
54916228,3
54928146,3
55017746,3
55017801,3
55017802,3
55019412,3
55020366,3
55022339,2
55115404,3
55212227,3
55226975,2
55286920,3
55349030,3
55501339,3
55639381,2
55649387,3
55763813,2
55854865,3
55905945,3
55924498,3
55987701,3
56173319,3
56588535,3
56657550,3
56812775,3
57085430,3
57085433,3
57134043,3
57319992,2
57384847,3
57397922,3
57399959,3
57415857,3
57508662,3
57517680,3
57714315,3
57739157,3
57794247,3
57801713,2
57883025,3
57885642,3
58140282,3
58158586,2
58295645,3
58546328,3
58640306,3
58743518,3
58785995,3
58836743,3
59072463,3
59127450,3
59184908,2
59397801,2
59826952,3
59854740,3
59854984,3
60218520,3
60346552,2
60428331,3
60428736,3
60492027,2
60492142,3
60494022,3
60519306,3
60528497,3
60579970,3
60632326,3
61099331,3
61292140,3
61371539,3
61402237,3
61429103,3
61481537,2
61609584,3
61633947,3
61693869,3
61769108,3
61797754,3
61817691,3
61820358,3
61923904,3
61988906,3
62111499,3
62111535,3
62195631,1
62245730,3
62278112,3
62278114,3
63006056,2
63011002,3
63013626,3
63073396,3
63113839,3
63186078,3
63190813,3
63231373,3
63414613,3
63437050,3
63437052,3
63454082,3
63625465,3
63983754,3
64231211,3
64560268,3
64828226,3
64895611,3
65101231,3
65592193,3
65676552,3
65677012,3
65682610,2
65755909,3
65784644,3
65795604,2
65821867,2
66104221,3
66396856,3
66610477,3
67018611,3
67204095,3
67286352,3
67397959,3
67623171,3
67741979,3
67786007,2
67808635,3
67829574,3
68588132,3
68959537,2
69013842,3
69254632,3
69528874,3
69591744,3
69629033,3
69718627,3
69733509,3
70013496,3
70013506,3
70107574,3
70135502,3
71017657,2
71136742,3
71193264,3
71193266,3
71366905,2
71367715,2
71367974,2
71369010,2
71369016,2
71369866,2
71369986,2
71369990,2
71372878,3
71373717,3
71373899,2
71373984,2
71377346,3
71377358,3
71384277,3
71384764,2
71450567,3
71597253,3
71724941,2
71747995,3
71785469,3
71928623,3
72241276,3
72291442,2
72318766,3
72324903,3
72334818,3
72385153,3
72390341,3
72694162,3
72705513,3
72705514,3
72853746,3
72853748,3
72957868,3
73077448,3
73119118,3
73119987,2
73120154,2
73191409,2
73235357,2
73299035,3
73305954,3
73325019,3
73738963,3
74129181,3
74324582,3
74325541,3
74478273,3
74627464,3
75127839,3
75197702,3
75332827,2
75456168,3
75597395,3
75597397,3
75597400,3
75597403,3
75597405,3
75597407,3
75597414,3
75597416,3
75597418,3
75597421,2
75597423,3
75597531,3
75597534,3
75597536,3
75597538,3
75597541,3
75597659,3
75597794,3
75597795,3
75597796,3
75597797,3
75597872,3
75597876,3
75598029,3
75598031,3
75598034,3
75598035,3
75598037,3
75598038,3
75598044,3
75598046,3
75598048,3
75598051,3
75598052,3
75598055,3
75598056,3
75598057,3
75598059,3
75598139,3
75598140,3
75598316,3
75598318,3
75598324,3
75598429,3
75598434,3
75598435,3
75598438,3
75598439,3
75598440,3
75598445,3
75598448,3
75598449,3
75598645,3
75598646,3
75598647,3
75600707,3
75600709,3
75600710,3
75600712,3
75600715,3
75600717,3
75600719,3
75600720,3
75600721,3
75600722,3
75600723,3
75600724,3
75600726,3
75600727,2
75600728,3
75600731,3
75600732,3
75600733,3
75600734,3
75600736,3
75600737,3
75600739,3
75600741,3
75600742,3
75600743,3
75600745,3
75600747,3
75600750,3
75600751,3
75600754,3
75600755,3
75600756,3
75600757,3
75600862,3
75600864,3
75600866,3
75600868,3
75600869,3
75600870,3
75601024,3
75601025,3
75601028,3
75601037,3
75601039,3
75601042,3
75601046,3
75601049,3
75601051,3
75601053,3
75601054,3
75603754,3
75603986,3
75603987,3
75603991,3
75603992,3
75603996,3
75603998,3
75603999,3
75604002,3
75604006,3
75604008,3
75604009,3
75604010,3
75604011,3
75604013,3
75604014,3
75604016,3
75604017,3
75604019,3
75604020,3
75604024,3
75604025,3
75604028,3
75604029,3
75604031,3
75604033,3
75604034,3
75604036,3
75604039,3
75604040,3
75604043,3
75604044,3
75604045,3
75604046,3
75604049,3
75604051,3
75604052,3
75604054,3
75604056,3
75604057,3
75604058,3
75604061,3
75604062,3
75604063,3
75604065,3
75604068,3
75604071,3
75604072,3
75604073,3
75604075,3
75604077,3
75604271,3
75604325,3
75604332,3
75604333,3
75604335,3
75604388,3
75604389,3
75604392,3
75604393,3
75604395,3
75604435,3
75604437,3
75604439,3
75604616,3
75604619,3
75604624,3
75604630,3
75604675,3
75604685,3
75604693,3
75604916,2
75604917,3
75604919,3
75604920,3
75604924,3
75604925,3
75604928,3
75604930,3
75604967,3
75604969,3
75604972,3
75604973,3
75604975,3
75604977,3
75604980,3
75604984,3
75604985,3
75605128,3
75605130,3
75605177,3
75605180,3
75605182,3
75605184,3
75605325,3
75605330,3
75605332,3
75605333,3
75605334,3
75605336,3
75605338,3
75605340,3
75605397,3
75605400,3
75607024,3
75607029,3
75607030,3
75607032,3
75607034,3
75607037,3
75607038,3
75607042,3
75607137,3
75607139,3
75607141,3
75607145,3
75607146,3
75607147,3
75607151,3
75607152,3
75607257,3
75607259,3
75607261,3
75607263,3
75607264,3
75607349,3
75607469,3
75607471,3
75696726,3
75984917,3
75997383,3
75997540,3
75997541,3
75997542,3
75997543,3
75997544,3
76172036,2
76191767,3
76627599,3
76668504,3
76864763,3
76864766,3
76864767,3
76864769,3
76864771,3
76864772,3
76864773,3
76864777,3
76864781,3
76865205,3
76865206,3
76865207,3
76865208,3
76865209,3
76865210,3
76865211,3
76865213,3
76865406,3
76865409,3
76865412,3
76865626,3
76865944,3
76865947,3
76865949,3
76865950,3
76865951,3
76865952,3
76865955,3
76865956,3
76865958,3
76865959,3
76865960,3
76865962,3
76865969,3
76865970,3
76865971,3
76865975,3
76865976,3
76865977,3
76865982,3
76865983,3
76865984,3
76865985,3
76865987,3
76865988,3
76865989,3
76865990,3
76865991,2
76865993,3
76865995,3
76865996,3
76865997,3
76866367,3
76866368,3
76866369,3
76866417,3
76866418,3
76866419,3
76866421,3
76866422,3
76866425,3
76866427,3
76866428,3
76866500,3
76866545,3
76866547,3
76866551,3
76866555,3
76866558,3
76866559,3
76866560,2
76866739,3
76866740,3
76866742,3
76866743,3
76866745,3
76866749,3
76866751,3
76866752,3
76866754,3
76866755,3
76866758,3
76866760,3
76866762,3
76866764,3
76866766,3
76866767,3
76866770,3
76866772,3
76866773,3
76867000,3
76867002,3
76867009,3
76867010,3
76867011,3
76867013,3
76867014,3
76867047,3
76867048,3
76867051,3
76867053,3
76867054,3
76867055,3
76867061,3
76867063,3
76867066,3
76867068,3
76867069,3
76867073,3
76867076,3
77689165,3
77940580,3
78106298,3
78275238,3
78404120,3
78559791,3
78995059,3
79111639,3
79340428,3
79480955,3
79642404,3
79642776,3
79642777,3
79658821,3
79821391,3
79840192,3
79871665,3
79875411,3
80024606,3
80044108,3
80044109,3
80044118,3
80044119,3
80044302,3
80044762,3
80044763,3
80044765,3
80044768,3
80044769,3
80044770,3
80045043,3
80045313,3
80045317,3
80045320,3
80045321,3
80045322,3
80045326,3
80045328,3
80045329,3
80045331,3
80045333,3
80045343,3
80045362,3
80045585,3
80045587,3
80045906,3
80045907,3
80045921,2
80045922,3
80045938,3
80479288,3
80591334,3
80616186,3
80686264,3
80855903,3
80899007,3
80930493,3
81098936,3
81116822,2
81133789,3
81167039,3
81270779,3
81270780,3
81270783,3
81273866,3
81273867,2
81273879,3
81286986,3
81365406,3
81389320,3
81421232,3
81566305,3
81934740,3
82072202,3
82072649,2
82124528,3
82166991,3
82304496,3
82308042,3
82373183,3
82373185,3
82401862,3
82535029,3
82591243,3
82608531,3
82706446,2
82919499,3
82927541,3
82937696,3
82945549,3
82948867,3
82950160,3
82951646,3
82974256,3
82978369,3
83060165,3
83251669,2
83383965,3
83431059,3
83498820,3
83783485,3
83806960,3
83817138,3
84064852,3
84673906,2
84863672,2
85343584,2
85707447,3
86113414,3
86186457,3
86228549,3
86261919,2
86303657,3
86313536,2
86324748,3
86352592,3
86353799,2
86363021,3
86468739,3
86475481,3
86495387,3
86655785,3
86711289,3
86830771,3
86842626,3
86853327,3
86875675,3
86876044,3
86977694,3
87395840,3
87443435,3
87460662,3
87491900,3
87519467,3
87519468,3
87519471,3
87519473,3
87603321,3
87701595,3
87739542,3
87780595,3
87804139,3
87823118,3
87823127,3
87823128,3
87823192,3
87823193,3
87823194,3
87823196,3
87823197,3
87823623,2
87823625,3
87823631,3
87823632,3
87823637,3
87823638,3
87823640,3
87823643,3
87823644,3
87823646,3
87823647,3
87823649,3
87823652,3
87823653,3
87823654,3
87823658,3
87823664,3
87823665,3
87823667,3
87823674,3
87823676,3
87823679,3
87823683,3
87823688,3
87823689,3
87823690,3
87823693,3
87823694,3
87823698,3
87823699,3
87823701,3
87823702,3
87823707,3
87823710,3
87823711,3
87823712,3
87823714,3
87823718,3
87823720,3
87823721,3
87823722,3
87823724,3
87823725,3
87823727,3
87823728,3
87823730,3
87823731,3
87823733,3
87823736,3
87823738,3
87823739,3
87823746,3
87823748,3
87823754,3
87823756,3
87823757,3
87823759,3
87823763,3
87823766,3
87823767,3
87823772,3
87823774,3
87823780,3
87844382,3
